ID,Title,Genre,Year,Director,Actor1,Actor2,Actor3,,,,
714,Dead Man,Drama&Western,1995,Jim Jarmusch,Johnny Depp,Gary Farmer,Lance Henriksen[,,,,
715,The Horseman on the Roof,Drama&Romance,1995,Jean-Paul Rappeneau,Richard Gere,Juliette Binoche,Lisa Owen[,,,,
716,Switchblade Sisters,Drama&Exploitation&Cult,1975,Jonathan Kaplan,Kim Milford,Rocky Giordani,Donna Wilkes[,,,,
717,Mouth to Mouth (Boca a boca),Drama&Romance,1995,Albert Pyun,Sandra Oh,Jimmy Smits,Lynn Whitfield[,,,,
718,The Visitors,Comedy&Fantasy&Adventure,1993,Jean-Marie Poiré,Christian Clavier,Jacques Villeret,Alexandra Vandernoot[,,,,
719,Multiplicity,Comedy&Science Fiction,1996, Harold Ramis,Michael Keaton,Andie MacDowell,Zack DuPont[,,,,
720,Wallace & Gromit: The Best of Aardman Animation,Animation&Comedy&Family,1996,Nick Park,Peter Sallis,Helena Bonham Carter,Jude Law[,,,,
721,Halfmoon (Paul Bowles - Halbmond),Drama&Romance,1995,Gérard Blain,Nastassja Kinski,Rolf Herricht,Johanna ter Steege[,,,,
722,The Haunted World of Edward D. Wood Jr.,Documentary&Horror&Biography,1995,Jimmy McDonough,Null,Null,Null[,,,,
723,Two Friends,Comedy&Drama,1986,Henry Winkler,Kirk Douglas,Martin Sheen,Linda Evans[,,,,
724,The Craft,Horror&Supernatural&Teen,1996,Andrew Fleming,Neve Campbell,Drew Barrymore,Skeet Ulrich[,,,,
725,The Great White Hype,Comedy&Drama,1996,Roland Emmerich,Samuel L. Jackson,Peter Berg,Jeff Goldblum[,,,,
726,Last Dance,Drama&Romance,1996,Bruce Beresford,Shirley MacLaine,Richard Chamberlain,Meg Ryan[,,,,
727,War Stories,Drama&History,1995,Bill Forsyth,Ian Holm,John Hurt,Natascha McElhone[,,,,
728,Cold Comfort Farm,Comedy&Drama&Romance,1995,Bernice Bobcat,Kate Beckinsale,Eileen Atkins,Ian Holm[,,,,
729,"Institute Benjamenta, or This Dream People Call Human Life",Drama&Fantasy,1995,Stefan Schwartz,Andreas Dick,Johannes Krisch,Katharina Thalbach[,,,,
730,"Low Life, The",Crime&Drama,1994,John McNaughton,John Cusack,Cameron Diaz,Jennifer Aniston[,,,,
731,Heaven's Prisoners,Crime&Drama,1996,Ron Howard, Alec Baldwin, Kelly Preston,Ernie Hudson[,,,,
732,Original Gangstas,Action&Comedy&Crime,1996,Larry Cohen,Ice-T,Brad Dourif,Richard Brooks[,,,,
733,"Rock, The",Drama&Music,1996,Stephen Herek,Sean Penn,Tim Curry,Jennifer Aniston[,,,,
734,Getting Away With Murder,Crime&Drama&Mystery,1996,Harvey Miller,Anthony Hopkins,Brad Pitt,Claire Forlani[,,,,
735,Cemetery Man (Dellamorte Dellamore),Horror&Comedy&Romance,1994,Michele Soavi,Rupert Everett,Anna Falchi,François Hadji-Lazaro[,,,,
736,Twister,Action&Adventure&Thriller,1996,Jan de Bont,Helen Hunt,Bill Paxton,Cary Elwes,,,,
737,Barb Wire,Action&Adventure&Romance&Science Fiction,1996,David Hogan,Pamela Anderson,Dolph Lundgren,Udo Kier[,,,,
738,"Garcu, Le",Drama&Romance,1995,Leos Carax,Juliette Binoche,Denis Lavant,Katerina Golubeva[,,,,
739,Honigmond,Drama,1996,Pol Huerlimann,Emily Watson,Sam Louwyck,Luk Wynants[,,,,
741,Ghost in the Shell (Kokaku kidotai),Animation&Science Fiction&Action&Adventure,1995,Mamoru Oshii,Akio Otsuka,Atsuko Tanaka,Iemasa Kayumi[,,,,
742,Thinner,Horror&Drama,1996,Tom Holland,Robert John Burke,Lucas Haas,Joan Heney[,,,,
743,Spy Hard,Comedy,1996,Jim Abrahams,Leslie Nielsen,Ophelia Lovibond,Michael York[,,,,
744,Brothers in Trouble,Comedy&Drama,1995,Jim Sharman,Bob Hoskins,John Cusack,Demi Moore[,,,,
745,A Close Shave,Animation&Adventure&Comedy&Family,1995,Nick Park,Peter Lord,Hugh Welchman,Sally Lindsay[,,,,
746,Force of Evil,Film Noir&Crime&Drama,1948,Henry Levin,John Garfield,Thomas Gomez,Marie Windsor[,,,,
747,The Stupids,Comedy,1996,John Landis,Jeremy Northam,Melanie Griffith,David Alan Grier[,,,,
748,"Arrival, The",Science Fiction&Drama,1996,Denis Villeneuve,Amy Adams,Jeremy Renner,Forest Whitaker,,,,
749,The Man from Down Under,Adventure&Drama,1943,Roy William Neill,Brian Donlevy,Mary Brian,C. Aubrey Smith[,,,,
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Satire&Black Comedy&War&Political Satire,1963,Stanley Kubrick,Peter Sellers,George C. Scott,Sterling Hayden[,,,,
751,Careful,Comedy&Drama,1992,Gus Van Sant,Julia Louis-Dreyfus,Michael E. Knight,Swoosie Kurtz,,,,
752,Vermont Is For Lovers,Romance,1992,null,null,null,,,,,
753,A Month by the Lake,Drama&Romance,1995,Jane Campion,Sandy Batchelor,Lindsay Duncan,Véronique Parent[,,,,
754,Gold Diggers: The Secret of Bear Mountain,Adventure&Comedy&Family,1995,Anthony Richmond,Christopher McDonald,Jake Busey,Amy Brooks[,,,,
755,Kim,Drama,1950,King Vidor,Joel McCrea,Deen Hurstwood,Loretta Young[,,,,
756,Carmen Miranda: Bananas Is My Business,Biography&Documentary&Music,1994,Leslie Woodhead,Carmen Miranda,N/A,N/A,,,,
757,Ashes of Time,Drama&Romance&Action,1994,Wong Kar-wai,Leslie Cheung,Tony Leung,Chow Yun-fat[,,,,
758,"Jar, The (Khomreh)",Drama&War,1992,Abbas Kiarostami, null , null , null[,,,,
759,Maya Lin: A Strong Clear Vision,Documentary,1994,Freida Lee Mock,Maya Lin,null,null[,,,,
760,Stalingrad,War&Drama,1993,Joseph Vilsmaier,Thomas Kretschmann,Jurgen Prochnow,Joerg Schwochow[,,,,
761,"Phantom, The",Adventure&Drama&Music,1996,Joel Schumacher,Patrick Wilson,Gerard Butler,Emmy Rossum[,,,,
762,Striptease,Comedy&Drama&Romance,1996,Bruce Beresford,Demi Moore,Burt Reynolds,Ving Rhames[,,,,
763,"Last of the High Kings, The (a.k.a. Summer Fling)",Comedy&Drama,1996,Stephen Frears,Ian Bannen,James Frain,Fiona Shaw,,,,
764,Heavy,Drama&Music,1995,James Mangold,Leonardo DiCaprio,Kate Winslet,Elvis Costello[,,,,
765,Jack,Drama&History,1996,Francis Ford Coppola,Robin Williams,Diane Lane,Stellan Skarsgård,,,,
766,I Shot Andy Warhol,Biography&Drama,1996,Mary Harron,Lili Taylor,Idena Menzel,Jared Harris[,,,,
767,The Grass Harp,Drama&Romance,1995,Marc Rocco,Sissy Spacek,Warren Oates,Piper Laurie[,,,,
768,"Someone Else""s America",Documentary,1995,Null,Null,Null[,,,,,
769,Marlene Dietrich: Shadow and Light,Documentary,1996,Peter Rosen,Marlene Dietrich,null,null[,,,,
770,Costa Brava,Drama,1946,Mario Soldati,Alida Valli,Alain Cuny,Sandra Milovic[,,,,
771,"La Vie est belle, La (Life is Rosey)",Comedy&Drama,1987,Pierre Richard,Gérard Depardieu,Catherine Frot,Victor Lanoux[,,,,
772,Quartier Mozart,Drama&Musical,1992,Leos Carax,Pierre Arditi,Lambert Wilson,Romane Bohringer[,,,,
773,Touki Bouki (Journey of the Hyena),Drama&Romance,1973,Danny Schechter,Ibrahima Sylla,Youssouf Dione,Maimouna Hélène Diarra,,,,
774,"Wend Kuuni (God""s Gift)",Drama&Family,1982,Kim Ki-duk,Lee Montgomery,Kim Hye-ja,Kim Jong-ho[,,,,
775,Spirits of the Dead (Tre Passi nel Delirio),Horror&Mystery&Drama&Thriller,1968,Federico Fellini&Louis Malle&Ruy Guerra,Alain Delon,Sirkka Sari,Kathy Horner[,,,,
776,Babyfever,Comedy&Drama,1994,Randall Miller,Mariel Hemingway,James Spader,Kimberly Williams-Paisley[,,,,
777,Pharaoh's Army,Action&Adventure&History,1995,Frank Price,James Marsden,Christopher Lambert,Geraldine Chaplin[,,,,
778,Trainspotting,Drama&Crime&Black Comedy,1996,Danny Boyle,Ewan McGregor,Ewen Bremner,Jonny Lee Miller[,,,,
779,Til There Was You,Romance&Drama,1997,Scott Hicks,Meg Ryan,Kevin Bacon,Kathy Baker[,,,,
780,Independence Day (ID4),Action&Adventure&Science Fiction&Thiller,1996,Roland Emmerich,Will Smith,Jeff Goldblum,Bill Pullman[,,,,
781,Stealing Beauty,Drama&Romance&Comedy,1996,Bernardo Bertolucci,Jennifer Connelly,Liev Schreiber,Kate Beckinsale[,,,,
782,The Fan,Drama&Thriller,1996,Tony Scott,Robert De Niro,Brad Pitt,Angelina Jolie[,,,,
783,"Hunchback of Notre Dame, The",Animation&Drama&Musical&Romance,1996,Gary Trousdale,Kevin Kline,Jennifer Love Hewitt,Roseanne Barr[,,,,
784,The Cable Guy,Comedy&Drama,1996,Ben Stiller,Jim Carrey,Matt Dillon,Leslie Mann[,,,,
785,Kingpin,Comedy&Crime&Drama,1996,Ben Stiller,Robert Downey Jr,Eugene Levy,Jay Roach[,,,,
786,Eraser,Action&Thriller,1996,Chuck Russell,Arnold Schwarzenegger,Vanessa Williams,James Caan[,,,,
787,"Gate of Heavenly Peace, The",Documentary,1995,Liu Bingjian,null,null,null,,,,
788,"Nutty Professor, The",Comedy&Drama&Romance&Musical,1996,Petter Bergman,Eddie Murphy,Jada Pinkett Smith,James Coburn[,,,,
789,"I, Worst of All",Comedy&Drama&Romance,1990,Antonia bird,Carmen Maura,Juan Diego,Pilar Bardem[,,,,
790,An Unforgettable Summer,Drama&Romance,1994,John G. Avildsen,Robin Williams,Sara Gilbert,Dermot Mulroney[,,,,
791,"Last Klezmer: Leopold Kozlowski, His Life and Music, The",Documentary&Music&Biography,1995,Peter B. Schnapp,Leopold Kozlowski,null,null[,,,,
792,A Hungarian Fairy Tale,Drama&Fantasy,1987,Jim Sharman,null,null,null,,,,
793,"My Life and Times With Antonin Artaud (En compagnie d""Antonin Artaud)",Biography&Drama,1993,Hervé Bromberger,Mathieu Carrière,Michel Bouquet,Anouk Grinberg[,,,,
794,Midnight Dancers (Sibak),Drama&Romance,1994,Jerry Efron,Jennifer Grey,Ione Skye,Vincent Spano[,,,,
795,Somebody to Love,Drama&Romance,1994,Gus Van Sant,River Phoenix,Jennifer Aniston,Natasha Gregson Wagner[,,,,
796,A Very Natural Thing,Drama&Romance,1974,Roger Corman,Timothée Chalamet,Elle Fanning,Justice Smith[,,,,
797,"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La)",Drama&Fantasy,1991,Maurice Pialat,Romy Schneider,Thérèse Bourson[,,,,,
798,Daylight,Action&Drama,1996,Rob Cohen,Sylvester Stallone,Amira Casar,Brigitte Nielsen[,,,,
799,The Frighteners,Horror&Comedy&Mystery&Thriller,1996,Peter Jackson,Michael J. Fox,Trini Alvarado,Jeffrey Combs[,,,,
800,Lone Star,Drama,1996,John Sayles,Kris Kristofferson,Matthew McConaughey,Chris Cooper[,,,,
801,Harriet the Spy,Adventure&Comedy&Family,1996,Bronte Woodard,Michelle Trachtenberg,Rosie O'Donnell,Jim Broadbent[,,,,
802,Phenomenon,Drama&Romance,1996,Jon Turteltaub,Robert De Niro,Patti LuPone,Jennifer Lopez,,,,
803,Walking and Talking,Comedy&Drama,1996,Nicole Holofcener,Anne Heche,Todd Field,Kevin Bacon[,,,,
804,She's the One,Comedy&Drama&Romance,1996,Edward Burns,Minnie Driver,Maury Chaykin,Maxine Bahns[,,,,
805,A Time to Kill,Crime&Drama&Mystery,1996,Joel Schumacher,Sandra Bullock,Matthew McConaughey,Skeet Ulrich[,,,,
806,American Buffalo,Drama,1996,Michael Corrente,Dennis Quaid,Mickey Rourke,Tamlyn Tomita[,,,,
807,Rendezvous in Paris,Comedy&Drama&Romance,1995,Pascal Chaumeil,Vanessa Paradis,Romain Duris,Julie Depardieu,,,,
808,Alaska,Adventure&Drama,1996,Clare Kilner,Thornton Prouty,Charlize Theron,Jonathan Jackson[,,,,
809,Fled,Action&Drama,1996,Rupert Hitzig,Steve Buscemi,Nick Chinlund,Saul Stein,Jonathan Banks[,,,
810,Kazaam,Comedy&Family,1996,Paul Weiland,Shaquille O'Neal,Jenifer Lewis,David Alan Grier,,,,
811,"Bewegte Mann, Der",Comedy&Drama,1994,Gus Van Sant,Matt Dillon,Michael Douglas,Rachel McAdams[,,,,
812,Magic Hunter,Action&Adventure&Fantasy,1994,J.S. Cardone,Tommy Lee Jones,Linda Hamilton,Roddy McDowall[,,,,
813,Larger Than Life,Comedy&Drama,1996,Howard Franklin,Kevin Costner,Mare Winningham,Rick Ducommun[,,,,
814,A Boy Called Hate,Drama&Romance,1995,Iain Softley,Aidan Gillen,Gina McKee,Charlotte Coleman[,,,,
815,Power 98,Action&Adventure&Thriller,1995,Kimble Rendall,Tim Allen,Joan Severance,Jürgen Prochnow[,,,,
816,Two Deaths,Drama&Mystery,1995,Bruce Beresford,Meryl Streep,Jack Lemmon,Irene Worth[,,,,
818,A Very Brady Sequel,Comedy&Drama&Family,1996,Arlene Sanford,Mike Lookinland,Barry Williams,Christopher Knight,Florence Henderson[,,,
819,Stefano Quantestorie,null,1993,null,null,null,,,,,
820,La Death in the Garden (Mort en ce jardin),Drama&Mystery,1956,Hélène Plemiannikov,Marcel Barbeau,Ginette Reno,Raymond Burr[,,,,
821,"Crude Oasis, The",Adventure&Comedy&Drama,1995,Bartleby & Co.,Kevin Costner,Margo Martindale,William Hurt[,,,,
822,Hedd Wyn,Biography&Drama&History,1992,Paul Andrew Williams,Stanley Tucci,Ioan Gruffudd,Tara Fitzgerald[,,,,
823,La Collectionneuse,Drama&Romance,1967,Eric Rohmer,Fanny Ardant,Béatrice Romand,Aurora Marmo[,,,,
824,Kaspar Hauser,Drama&History&Mystery,1993,Peter Fleischmann,Bruno Ganz,Ulrich Mühe,Justyna Kurczyna[,,,,
825,Echte Kerle,Comedy&Drama,1996,Sönke Wortmann,Oliver Pocher,Til Schweiger,Götz George[,,,,
826,Diebinnen,Drama&Thriller,1995,Barbet Schroeder,Gary Oldman,Aidan Gillen,Elisabeth McGovern[,,,,
827,The Convent,Horror&Thriller,1995,Mike Figgis,Salma Hayek,Natascha McElhone,Stuart Townsend[,,,,
828,"Adventures of Pinocchio, The",Animation&Family,1996,Steve Barron,Christian Slater,Glenn Close,David Doyle[,,,,
829,"Joe""s Apartment",Comedy&Musical,1996,Jim Sharman,Jon Lovitz,Alyssa Milano,Rebecca Smart[,,,,
830,"First Wives Club, The",Comedy&Drama&Romance,1996,Hugh Wilson,Goldie Hawn,Diane Keaton,Bette Midler[,,,,
831,Stonewall,Drama,1995,Nigel Finch,Robert Carlyle,Jonathan Pryce,Bille Brown[,,,,
832,Ransom,Crime&Drama&Thriller,1996,Ron Howard,Guy Pearce,Mel Gibson,Rene Russo[,,,,
833,High School High,Comedy&Teen,1996,Hart Bochner,Jon Lovitz,Tia Mowry-Hardrict,Dulé Hill[,,,,
834,Phat Beach,Comedy&Drama,1996,Keenen Ivory Wayans,Jamie Foxx,Jerry Lewis,Leticia Craste[,,,,
835,Foxfire,Drama&Romance,1996,Annette Haywood-Carter,Margaret Qualley,Jake Weary,Andie MacDowell[,,,,
836,Chain Reaction,Action&Drama&Thriller,1996,Paul Schrader,Keanu Reeves,Djimon Hounsou,Sandra Bullock[,,,,
837,Matilda,Adventure&Comedy&Drama&Family,1996,Danny DeVito,Mara Wilson,Rhea Perlman,Pam Ferris[,,,,
838,Emma,Drama&Romance&Comedy,1996,James Ivory,Gwyneth Paltrow,Jeremy Northam,Ewan McGregor[,,,,
839,"Crow: City of Angels, The",Horror&Thriller,1996,Tim Pope,Vincent Perez,Mia Kirshner,Iggy Pop[,,,,
840,House Arrest,Comedy&Crime&Drama,1996,Betty Thomas,Hill Harper,Anne Bancroft,Kieran Culkin[,,,,
841,Eyes Without a Face,Drama&Horror&Mystery,1959,Georges Franju,Pierre Brasseur,Alida Valli,Edith Scob[,,,,
842,Tales from the Crypt Presents: Bordello of Blood,Horror&Comedy&Fantasy&Thriller,1996,Mick Garris,Dennis Miller,Campbell Scott,Pamela Gidley,,,,
843,Lotto Land,Comedy&Game Show,1995,Peter Markle,David Arquette,Paul Sorvino,Lauren Holly[,,,,
844,The Story of Xinghua,Drama&History,1993,Yim Ho,Anita Mui,Leslie Cheung,Jacky Cheung[,,,,
845,The Day the Sun Turned Cold,Drama&Fantasy,1994,Yim Ho,Jackie Chan,Jennifer Love Hewitt,Charles McKeown,,,,
846,Flirt,Comedy&Drama&Romance,1995,Randal Kleiser,Drew Barrymore,Campbell Scott,Patricia Clarkson[,,,,
847,"Big Squeeze, The",Action&Comedy&Crime,1996,Michael Apted,Danny DeVito,Arnold Schwarzenegger,Rene Russo[,,,,
848,The Spitfire Grill,Drama&Romance,1996,Lee David Zlotoff,Ellen Burstyn,Eliza Dushku,Julianne Moore[,,,,
849,Escape from L.A.,Action&Adventure&Science Fiction,1996,John Carpenter,Kurt Russell,Stacy Keach,Pam Grier[,,,,
850,Cyclo,Action&Drama,1995,Tran Anh Hung,Le Van Loc,Tran Nu Yen Khe,Nguyen Thanh Thuy[,,,,
851,Basquiat,Biography&Drama&History,1996,Julian Schnabel,Jeffrey Wright,David Schwimmer,Clare Foran[,,,,
852,Tin Cup,Comedy&Drama&Romance,1996,Mark Rosman,Kevin Costner,Rene Russo,Cheech Marin[,,,,
853,Dingo,Action&Adventure&Drama,1992,Mitt Romney,Robert Conrad,Steve Buscemi[,,,,,
854,The Ballad of Narayama,Drama&History,1958,Keisuke Kinoshita,Takashi Shimura,Kinuyo Tanaka,Yoshiko Kuga[,,,,
855,Every Other Weekend,Drama&Family,1990,Ron Howard,Nancy Morgan,John Stockwell,Jennifer Grey[,,,,
856,Mille bolle blu,Animation&Adventure&Comedy&Family,1993,Hayao Miyazaki,Yumi Ogura,Kotoe Haiya,Toshio Suzuki[,,,,
857,Crows and Sparrows,Drama,1949,Mikio Naruse,Hideo Fujimoto,Kinuyo Tanaka,Isuzu Yamada[,,,,
858,"Godfather, The",Crime&Drama&History&Thriller,1972,Francis Ford Coppola,Marlon Brando,Al Pacino,James Caan[,,,,
859,"Hippie Revolution, The",Drama&History,1996,Bill Unger,Jonathan Jackson,Kiefer Sutherland,Sarah Trigger[,,,,
860,"Maybe, Maybe Not (Bewegte Mann, Der)",Comedy&Drama,1994,Eric Amadio,Trey Parker,Melissa McCarthy,Mila Kunis[,,,,
861,Supercop,Action&Comedy&Crime,1992,Stanley Tong,Jackie Chan,Michelle Yeoh,Maggie Cheung[,,,,
862,Manny & Lo,Drama&Romance,1996,Danielle Riccardi,Timmy Reelen,Audrey Tautou,Dominic West[,,,,
863,Celestial Clockwork,Adventure&Fantasy&Science Fiction,1994,Katsuhiro Otoriso, null , null , null[,,,,
864,The Wife,Drama&Romance,1995,"Kieslowski, Andrzej",Hanna Schygulla,Jerzy Radziwiłowicz,Geneviève Bujold[,,,,
865,Small Faces,Drama&Musical,1995,Gary Oldman,Patrick Stewart,Ian McKellen,Kim Novak[,,,,
866,Bound,Thriller&Crime&Romance,1996,Jonathan Hensleigh,Gina Gershon,Jennifer Tilly,Joe Pantoliano[,,,,
867,Carpool,Comedy,1996,Mark Rosman,Tom Arnold,David Paymer,Alicia Silverstone[,,,,
868,Death in Brunswick,Crime&Drama,1991,Joel Schumacher,Bruce Willis,Sarah Jessica Parker,Bernie Casey[,,,,
869,Kansas City,Crime&Drama,1996,Robert Altman,Jennifer Jason Leigh,Miranda Richardson,Michael Murphy[,,,,
870,"Gone Fishin""",Comedy&Adventure&Family,1997,Christopher Cain,Joe Pesci,Danny Glover,Meg Ryan[,,,,
871,Lover's Knot,Drama&Romance,1996,Iain Softley,Natasha Richardson,Hugh Grant,Liam Cunningham[,,,,
872,Aiqing Wansui (1994),Drama&Romance,1994,Zhang Yimou,Gong Li,Bai Liwan,Ge You[,,,,
873,Shadow of Angels,Drama&Mystery&Thriller,1976,Rainer Werner Fassbinder, null , null , null[,,,,
874,Killer: A Journal of Murder,Drama&Mystery&Thriller,1995,Barbet Schroeder,Kevin Bacon,Billy Campbell,Camryn Manheim[,,,,
875,Nothing to Lose,Comedy&Drama,1994,Steven Soderbergh,Nick George,Ice Cube,Bill Cobbs[,,,,
876,Police Story 4: Project S (Chao ji ji hua),Action&Adventure&Comedy&Crime,1993,Jackie Chan,Michelle Yeoh,Maggie Cheung,Kenneth Tsang[,,,,
877,Girls Town,Comedy&Drama&Romance,1996,Jonathan Wacks,Jennifer Aniston,Sarah Chalke,Scott Speedman[,,,,
878,Bye-Bye,Drama&Romance,1995,Jessie Nelson,Joaquin Phoenix,Vince Vaughn,Elizabeth Peña[,,,,
879,"Relic, The",Horror&Thriller&Adventure,1997,Peter Hyams,Tom Sizemore,Patrick Bruel,Catherine McCormack,,,,
880,The Island of Dr. Moreau,Horror&Science Fiction&Drama,1996,John Frankenheimer,Marlon Brando,David Thewlis,Pete Postlethwaite[,,,,
881,First Kid,Comedy&Family,1996,David M. Evans,Arthur Hill,Leigh-Allyn Baker,Blake McIver Ewing[,,,,
882,The Trigger Effect,Horror&Sci-Fi&Thriller,1996,Jamie Blanks,Katie Wright,Seth Green,Michael Rapaport[,,,,
884,Sweet Nothing,Drama&Romance,1995,Joe Roth,Sarah Jessica Parker,Robert Downey Jr,Thomas Jane[,,,,
885,Bogus,Comedy&Drama&Family,1996,Mike Marvin,Haley Joel Osment,Lisa Jakub,John Ritter[,,,,
886,Bulletproof,Action&Comedy,1996,Lawrence Gordon,Adam Sandler,Damon Wayans,James Remar[,,,,
887,Talk of Angels,Drama&Romance,1998,Alan Rudolf,Jamie Harris,Linda Hamilton,Fairuza Balk[,,,,
888,Land Before Time III: The Time of the Great Giving,Animation&Adventure&Family,1995,Roy Allen Smith,Pat Hingle,Helen Shaver,Gabriel Damon,,,,
889,1-900,Comedy&Thriller,1994,Tim Burton,Milla Jovovich,Noriaki Yuasa,Hiroshi Higuchi[,,,,
890,Baton Rouge,Drama&Romance,1988,Jim Sharman,Aidan Gillen,A.J. Cook,Kiefer Sutherland[,,,,
891,Halloween: The Curse of Michael Myers,Horror&Thriller,1995,Joe Chapelle,Donald Pleasence,Paul Rudd,Holly Marie Combs[,,,,
892,Twelfth Night,Drama&Romance,1996,Roland Joffé,Helena Bonham Carter,Ben Kingsley,Nial McCormick[,,,,
893,Mother Night,Drama&Thriller,1996,Pierce Brosnan,River Phoenix,Laura San Giacomo,Gene Hackman[,,,,
894,Liebelei,Drama&Romance,1933,Max Ophüls,Magda Schneider,Paul Hörbiger,Willy Niller[,,,,
895,Venice/Venice,Drama&Romance,1992,John Schlesinger,Greta Scacchi,Colin Firth,Sophia Loren[,,,,
896,Wild Reeds,Drama&Romance,1994,Andre Techiné,Gérard Jugnot,Laurent Grévill,Sandrine Bonnaire[,,,,
897,For Whom the Bell Tolls,Drama&Romance,1943,Sam Wood,Gary Cooper,Ingrid Bergman,Akim Tamiroff[,,,,
898,The Philadelphia Story,Comedy&Drama&Romance,1940,George Cukor,James Stewart,Katharine Hepburn,Cary Grant[,,,,
899,"Singin"" in the Rain",Musical&Comedy&Romance,1952,Stanley Donen&Gene Kelly,Gene Kelly,Debbie Reynolds,"Donald O""Connor",,,,
900,An American in Paris,Romance&Musical&Drama,1951,Vincente Minnelli,Gene Kelly,Leslie Caron,Oscar Levant[,,,,
901,Funny Face,Romance&Comedy,1957,Stanley Donen,Audrey Hepburn,Gregory Peck,Edward Andrews,,,,
902,"Breakfast at Tiffany""s",Comedy&Drama&Romance,1961,Blake Edwards,Audrey Hepburn,George Peppard,Patricia Neal[,,,,
903,Vertigo,Drama&Mystery&Thriller,1958,Alfred Hitchcock,James Stewart,Kim Novak,Barbara Bel Geddes[,,,,
904,Rear Window,Thriller&Suspense&Mystery,1954,Alfred Hitchcock,James Stewart,Grace Kelly,Wendell Corey[,,,,
905,It Happened One Night,Romance&Comedy,1934,Frank Capra,Clark Gable,Claudette Colbert,Walter Connolly[,,,,
906,Gaslight,Drama&Mystery&Romance,1944,George Cukor,Ingrid Bergman,Charles Boyer,Joseph Cotten[,,,,
907,The Gay Divorcee,Comedy&Drama&Romance,1934,Mark Sandrich,Ginger Rogers,Fred Astaire,Edward Everett Horton,,,,
908,North by Northwest,Suspense&Thriller&Romance&Adventure,1959,Alfred Hitchcock,Cary Grant,Eva Marie Saint,James Mason[,,,,
909,The Apartment,Romance&Comedy&Drama,1960,Billy Wilder,Jack Lemmon,Shirley MacLaine,Edward G. Robinson[,,,,
910,Some Like It Hot,Comedy&Romance&Musical,1959,Billy Wilder,Tony Curtis,Jack Lemmon,Marilyn Monroe,,,,
911,Charade,Comedy&Drama&Romance,1963,Stanley Donen,Audrey Hepburn,Cary Grant,Walter Matthau[,,,,
912,Casablanca,Drama&Romance&War,1942,Michael Curtiz,Humphrey Bogart,Ingrid Bergman,Paul Henreid,,,,
913,"Maltese Falcon, The",Film Noir&Mystery&Thriller,1941,John Huston,Humphrey Bogart,Mary Astor,Peter Lorre[,,,,
914,My Fair Lady,Musical&Romance,1964,George Cukor,Audrey Hepburn,Rex Harrison,Stanley Holloway[,,,,
915,Sabrina,Drama&Romance,1954,Billy Wilder,Audrey Hepburn,Humphrey Bogart,William Holden[,,,,
